accepted	Lprev	Lstar	alpha	time
11		-45.522568	-52.191657	0.001270	2.628766e+00
11		-45.522568	-63.777332	0.000000	3.461183e+00
11		-45.522568	-52.265846	0.001179	2.699160e+00
12		-38.081199	-38.081199	1.000000	1.267804e+00
12		-38.081199	-50.723813	0.000003	1.159620e+00
12		-38.081199	-39.986977	0.148707	1.529577e+00
12		-38.081199	-45.312953	0.000723	1.799246e+00
13		-35.833957	-35.833957	1.000000	1.298964e+00
13		-35.833957	-50.487056	0.000000	1.130380e+00
13		-35.833957	-57.631646	0.000000	1.267387e+00
13		-35.833957	-49.426604	0.000001	1.531865e+00
14		-35.612669	-35.612669	1.000000	1.592271e+00
14		-35.612669	-58.851735	0.000000	2.340787e+00
14		-35.612669	-41.068896	0.004270	2.654824e+00
14		-35.612669	-41.735885	0.002191	1.122420e+00
14		-35.612669	-59.108043	0.000000	1.603243e+00
14		-35.612669	-51.834915	0.000000	2.753052e+00
14		-35.612669	-65.659909	0.000000	1.898567e+00
14		-35.612669	-57.072878	0.000000	3.828904e+00
15		-32.858887	-32.858887	1.000000	1.429589e+00
15		-32.858887	-45.437443	0.000003	2.331986e+00
15		-32.858887	-37.951893	0.006140	1.792871e+00
15		-32.858887	-40.733737	0.000380	1.348856e+00
15		-32.858887	-44.251463	0.000011	1.467995e+00
15		-32.858887	-44.858644	0.000006	1.398206e+00
15		-32.858887	-60.049317	0.000000	1.098070e+00
15		-32.858887	-58.906198	0.000000	1.301173e+00
15		-32.858887	-37.077234	0.014723	1.152641e+00
15		-32.858887	-49.959080	0.000000	1.138019e+00
15		-32.858887	-64.982508	0.000000	2.092603e+00
16		-30.307946	-30.307946	1.000000	1.289106e+00
16		-30.307946	-55.596501	0.000000	1.628016e+00
16		-30.307946	-36.238128	0.002658	2.098799e+00
16		-30.307946	-72.449952	0.000000	2.560491e+00
16		-30.307946	-47.450058	0.000000	2.191284e+00
16		-30.307946	-44.740550	0.000001	1.391428e+00
16		-30.307946	-48.807005	0.000000	1.069247e+00
16		-30.307946	-60.229601	0.000000	1.358909e+00
16		-30.307946	-54.053499	0.000000	1.358836e+00
16		-30.307946	-49.751501	0.000000	1.070425e+00
16		-30.307946	-40.256813	0.000048	4.029257e+00
16		-30.307946	-48.409850	0.000000	1.734372e+00
16		-30.307946	-47.720070	0.000000	1.317245e+00
16		-30.307946	-40.326583	0.000045	1.159173e+00
16		-30.307946	-47.523069	0.000000	1.172139e+00
16		-30.307946	-49.974459	0.000000	1.332274e+00
16		-30.307946	-68.433888	0.000000	1.598028e+00
16		-30.307946	-44.901050	0.000000	2.858818e+00
16		-30.307946	-39.523233	0.000100	3.099085e+00
16		-30.307946	-53.746669	0.000000	1.467407e+00
16		-30.307946	-38.000387	0.000456	2.032488e+00
16		-30.307946	-62.579981	0.000000	1.201432e+00
16		-30.307946	-42.624970	0.000004	2.621239e+00
16		-30.307946	-47.807946	0.000000	1.488945e+00
16		-30.307946	-58.015353	0.000000	1.400629e+00
16		-30.307946	-39.178919	0.000140	1.258308e+00
16		-30.307946	-71.386563	0.000000	1.499770e+00
16		-30.307946	-39.297522	0.000125	1.068364e+00
16		-30.307946	-43.848177	0.000001	1.455584e+00
16		-30.307946	-52.688173	0.000000	1.788364e+00
16		-30.307946	-53.254694	0.000000	1.100433e+00
16		-30.307946	-36.094595	0.003068	1.327481e+00
16		-30.307946	-59.018789	0.000000	1.401938e+00
16		-30.307946	-37.181150	0.001035	1.760247e+00
16		-30.307946	-35.308284	0.006736	1.258980e+00
16		-30.307946	-44.962470	0.000000	1.200538e+00
16		-30.307946	-42.946005	0.000003	1.092483e+00
16		-30.307946	-40.196522	0.000051	2.130114e+00
16		-30.307946	-78.088759	0.000000	1.263148e+00
16		-30.307946	-39.039882	0.000161	2.060152e+00
16		-30.307946	-39.365003	0.000117	1.760531e+00
16		-30.307946	-53.858589	0.000000	2.000339e+00
16		-30.307946	-32.748553	0.087108	1.289070e+00
16		-30.307946	-54.031218	0.000000	2.202387e+00
16		-30.307946	-42.618597	0.000005	1.586565e+00
16		-30.307946	-54.304050	0.000000	1.528412e+00
16		-30.307946	-49.180823	0.000000	1.098689e+00
16		-30.307946	-46.115427	0.000000	1.360188e+00
16		-30.307946	-41.300343	0.000017	1.271140e+00
16		-30.307946	-40.219894	0.000050	1.120412e+00
16		-30.307946	-57.700015	0.000000	1.497965e+00
16		-30.307946	-53.678332	0.000000	1.228868e+00
16		-30.307946	-40.370990	0.000043	1.063373e+00
16		-30.307946	-63.074181	0.000000	1.721573e+00
16		-30.307946	-47.969784	0.000000	1.169156e+00
16		-30.307946	-46.817125	0.000000	1.927905e+00
16		-30.307946	-36.465759	0.002117	4.829949e+00
16		-30.307946	-55.707355	0.000000	2.204422e+00
16		-30.307946	-48.576223	0.000000	1.920480e+00
16		-30.307946	-39.947409	0.000065	1.260829e+00
16		-30.307946	-54.911844	0.000000	1.467578e+00
16		-30.307946	-42.206647	0.000007	1.300577e+00
16		-30.307946	-53.794985	0.000000	1.351532e+00
16		-30.307946	-33.647784	0.035443	1.071278e+00
16		-30.307946	-58.087300	0.000000	1.712570e+00
16		-30.307946	-43.934447	0.000001	2.363412e+00
16		-30.307946	-40.633990	0.000033	1.294315e+00
16		-30.307946	-40.238483	0.000049	1.092705e+00
16		-30.307946	-39.011099	0.000166	1.167673e+00
16		-30.307946	-42.854220	0.000004	1.509263e+00
16		-30.307946	-53.179570	0.000000	1.087370e+00
16		-30.307946	-52.756375	0.000000	1.360600e+00
16		-30.307946	-38.336990	0.000326	1.191709e+00
16		-30.307946	-42.330057	0.000006	1.361730e+00
16		-30.307946	-51.544342	0.000000	1.367006e+00
16		-30.307946	-63.178902	0.000000	4.030815e+00
16		-30.307946	-61.951855	0.000000	1.567476e+00
16		-30.307946	-49.455176	0.000000	1.070552e+00
16		-30.307946	-43.316794	0.000002	2.327380e+00
16		-30.307946	-41.331170	0.000016	1.060601e+00
16		-30.307946	-49.727258	0.000000	1.162575e+00
16		-30.307946	-40.848062	0.000026	1.161383e+00
16		-30.307946	-51.933363	0.000000	1.760591e+00
16		-30.307946	-43.102759	0.000003	1.861770e+00
16		-30.307946	-41.387732	0.000015	2.578390e+00
16		-30.307946	-47.182242	0.000000	1.188385e+00
16		-30.307946	-43.943122	0.000001	1.162581e+00
16		-30.307946	-35.988092	0.003413	1.361543e+00
16		-30.307946	-51.715413	0.000000	1.998164e+00
16		-30.307946	-46.766936	0.000000	1.098971e+00
16		-30.307946	-55.402359	0.000000	1.338334e+00
16		-30.307946	-51.950761	0.000000	2.927399e+00
16		-30.307946	-41.249127	0.000018	1.540649e+00
16		-30.307946	-42.418302	0.000006	2.583568e+00
16		-30.307946	-59.952019	0.000000	1.922374e+00
16		-30.307946	-42.053608	0.000008	2.839630e+00
16		-30.307946	-56.643364	0.000000	1.287672e+00
16		-30.307946	-62.673904	0.000000	1.230723e+00
16		-30.307946	-55.509237	0.000000	1.777875e+00
16		-30.307946	-65.248440	0.000000	1.740991e+00
16		-30.307946	-44.111322	0.000001	1.440742e+00
16		-30.307946	-36.842493	0.001452	4.629935e+00
16		-30.307946	-52.099922	0.000000	1.467476e+00
16		-30.307946	-57.049840	0.000000	1.260401e+00
16		-30.307946	-44.371505	0.000001	1.091178e+00
16		-30.307946	-45.679068	0.000000	1.429652e+00
16		-30.307946	-45.262652	0.000000	1.199208e+00
16		-30.307946	-41.450905	0.000014	1.298976e+00
16		-30.307946	-48.231661	0.000000	2.073303e+00
16		-30.307946	-41.178822	0.000019	2.921240e+00
16		-30.307946	-44.231556	0.000001	1.200037e+00
16		-30.307946	-49.361346	0.000000	1.953869e+00
16		-30.307946	-48.608565	0.000000	2.661552e+00
16		-30.307946	-56.103934	0.000000	1.200722e+00
16		-30.307946	-39.028512	0.000163	1.092448e+00
16		-30.307946	-48.742086	0.000000	1.170167e+00
16		-30.307946	-37.570622	0.000701	2.522969e+00
16		-30.307946	-44.153865	0.000001	1.259670e+00
16		-30.307946	-67.935615	0.000000	1.160048e+00
16		-30.307946	-45.426612	0.000000	1.731948e+00
16		-30.307946	-44.002851	0.000001	2.160457e+00
16		-30.307946	-45.258419	0.000000	1.428431e+00
16		-30.307946	-54.788585	0.000000	1.129310e+00
16		-30.307946	-58.733190	0.000000	1.170534e+00
16		-30.307946	-49.717954	0.000000	1.089773e+00
16		-30.307946	-68.021927	0.000000	1.660530e+00
16		-30.307946	-50.089944	0.000000	1.461760e+00
16		-30.307946	-54.497889	0.000000	1.328690e+00
16		-30.307946	-52.425924	0.000000	1.691209e+00
16		-30.307946	-39.162721	0.000143	2.330454e+00
16		-30.307946	-34.247822	0.019451	1.329940e+00
16		-30.307946	-41.919691	0.000009	1.509724e+00
16		-30.307946	-43.804943	0.000001	1.112038e+00
16		-30.307946	-44.011667	0.000001	1.170714e+00
16		-30.307946	-44.336398	0.000001	1.228111e+00
17		-30.631296	-30.631296	0.723721	2.427951e+00
17		-30.631296	-54.224005	0.000000	1.659935e+00
17		-30.631296	-40.562453	0.000049	1.087073e+00
17		-30.631296	-53.686573	0.000000	1.377240e+00
17		-30.631296	-51.719375	0.000000	1.320812e+00
17		-30.631296	-36.777745	0.002141	1.929402e+00
17		-30.631296	-41.614230	0.000017	2.131263e+00
17		-30.631296	-45.432555	0.000000	1.299262e+00
17		-30.631296	-51.124884	0.000000	1.328448e+00
17		-30.631296	-51.846265	0.000000	1.299944e+00
17		-30.631296	-44.579756	0.000001	1.088080e+00
17		-30.631296	-49.865477	0.000000	1.738052e+00
17		-30.631296	-43.956705	0.000002	3.370046e+00
17		-30.631296	-35.406355	0.008438	1.189361e+00
17		-30.631296	-52.284665	0.000000	3.791345e+00
17		-30.631296	-50.508266	0.000000	1.161312e+00
17		-30.631296	-54.458200	0.000000	2.170628e+00
17		-30.631296	-68.947234	0.000000	1.296130e+00
17		-30.631296	-58.858514	0.000000	2.063110e+00
17		-30.631296	-40.119146	0.000076	1.098530e+00
17		-30.631296	-66.559425	0.000000	1.790253e+00
17		-30.631296	-38.530068	0.000371	1.358106e+00
17		-30.631296	-37.486857	0.001054	1.321315e+00
17		-30.631296	-51.849954	0.000000	1.078074e+00
17		-30.631296	-49.096025	0.000000	1.192376e+00
17		-30.631296	-42.761407	0.000005	1.158533e+00
17		-30.631296	-58.378084	0.000000	1.098791e+00
17		-30.631296	-53.666133	0.000000	1.159357e+00
17		-30.631296	-62.067477	0.000000	2.567495e+00
17		-30.631296	-38.715168	0.000308	1.130558e+00
17		-30.631296	-45.255613	0.000000	1.389599e+00
17		-30.631296	-57.895613	0.000000	1.601661e+00
17		-30.631296	-43.912912	0.000002	1.406609e+00
17		-30.631296	-38.650722	0.000329	1.620712e+00
17		-30.631296	-58.022041	0.000000	1.161426e+00
17		-30.631296	-50.333680	0.000000	1.598941e+00
17		-30.631296	-56.178981	0.000000	2.167448e+00
17		-30.631296	-69.765947	0.000000	1.199079e+00
17		-30.631296	-49.815670	0.000000	1.140221e+00
17		-30.631296	-40.335141	0.000061	1.086840e+00
17		-30.631296	-62.878402	0.000000	1.090738e+00
17		-30.631296	-46.727379	0.000000	1.267469e+00
17		-30.631296	-61.945069	0.000000	1.231583e+00
17		-30.631296	-44.434970	0.000001	1.121962e+00
17		-30.631296	-43.054007	0.000004	1.091210e+00
17		-30.631296	-41.967661	0.000012	1.071250e+00
17		-30.631296	-46.768796	0.000000	1.281210e+00
17		-30.631296	-48.175390	0.000000	1.167475e+00
17		-30.631296	-47.538272	0.000000	1.930355e+00
17		-30.631296	-45.659664	0.000000	1.169603e+00
17		-30.631296	-42.061332	0.000011	1.799242e+00
17		-30.631296	-48.461136	0.000000	2.328381e+00
17		-30.631296	-55.538737	0.000000	1.066763e+00
17		-30.631296	-45.451361	0.000000	1.499383e+00
17		-30.631296	-40.156623	0.000073	1.199096e+00
17		-30.631296	-51.866837	0.000000	2.300091e+00
17		-30.631296	-47.035162	0.000000	1.889874e+00
17		-30.631296	-86.047703	0.000000	1.538292e+00
17		-30.631296	-49.920896	0.000000	1.360683e+00
17		-30.631296	-64.080104	0.000000	1.090147e+00
17		-30.631296	-37.856402	0.000728	1.598990e+00
17		-30.631296	-75.949700	0.000000	1.901629e+00
17		-30.631296	-45.943968	0.000000	1.251356e+00
17		-30.631296	-44.836843	0.000001	1.229499e+00
17		-30.631296	-54.192479	0.000000	1.060754e+00
17		-30.631296	-49.274571	0.000000	1.329927e+00
17		-30.631296	-52.658028	0.000000	1.160808e+00
17		-30.631296	-39.585322	0.000129	1.671279e+00
17		-30.631296	-41.072527	0.000029	1.149879e+00
17		-30.631296	-43.993162	0.000002	1.460698e+00
17		-30.631296	-42.531385	0.000007	1.291119e+00
17		-30.631296	-38.750710	0.000298	2.500915e+00
17		-30.631296	-48.346161	0.000000	1.188616e+00
17		-30.631296	-46.322770	0.000000	2.263407e+00
17		-30.631296	-53.937259	0.000000	1.261181e+00
17		-30.631296	-52.253211	0.000000	1.599147e+00
17		-30.631296	-57.149690	0.000000	2.063600e+00
17		-30.631296	-45.424562	0.000000	1.097363e+00
17		-30.631296	-35.685437	0.006383	1.226902e+00
17		-30.631296	-48.903560	0.000000	2.062942e+00
17		-30.631296	-40.500782	0.000052	1.187811e+00
17		-30.631296	-45.634211	0.000000	1.101690e+00
17		-30.631296	-49.622829	0.000000	1.231210e+00
17		-30.631296	-39.672660	0.000118	1.227570e+00
17		-30.631296	-47.535567	0.000000	1.958739e+00
17		-30.631296	-51.858139	0.000000	2.030486e+00
17		-30.631296	-50.187425	0.000000	1.132550e+00
17		-30.631296	-49.299778	0.000000	1.327527e+00
17		-30.631296	-55.586023	0.000000	1.070962e+00
17		-30.631296	-42.669879	0.000006	1.089615e+00
17		-30.631296	-38.512203	0.000378	1.401445e+00
17		-30.631296	-40.990198	0.000032	1.088731e+00
17		-30.631296	-43.227314	0.000003	1.269866e+00
17		-30.631296	-52.106693	0.000000	1.120833e+00
17		-30.631296	-50.097496	0.000000	1.588758e+00
17		-30.631296	-52.931804	0.000000	2.061273e+00
17		-30.631296	-38.008893	0.000625	1.067258e+00
17		-30.631296	-38.340571	0.000449	1.330624e+00
17		-30.631296	-67.202244	0.000000	1.452127e+00
17		-30.631296	-39.537986	0.000135	1.361404e+00
18		-31.641436	-31.641436	0.364168	1.461464e+00
18		-31.641436	-47.024666	0.000000	1.698590e+00
18		-31.641436	-41.768701	0.000040	1.707538e+00
18		-31.641436	-46.971195	0.000000	1.120346e+00
18		-31.641436	-61.213105	0.000000	2.429701e+00
18		-31.641436	-43.180236	0.000010	1.699098e+00
18		-31.641436	-43.911548	0.000005	1.531167e+00
18		-31.641436	-52.463289	0.000000	1.866874e+00
18		-31.641436	-61.560034	0.000000	1.609571e+00
18		-31.641436	-51.076971	0.000000	1.387853e+00
18		-31.641436	-50.035007	0.000000	1.935319e+00
18		-31.641436	-52.066246	0.000000	1.434132e+00
18		-31.641436	-52.358193	0.000000	1.147288e+00
18		-31.641436	-40.793830	0.000106	1.166810e+00
18		-31.641436	-44.754402	0.000002	2.188093e+00
18		-31.641436	-37.757970	0.002206	1.400340e+00
18		-31.641436	-55.659305	0.000000	1.392371e+00
18		-31.641436	-48.139413	0.000000	1.089355e+00
18		-31.641436	-46.119333	0.000001	2.272697e+00
18		-31.641436	-41.381314	0.000059	1.354542e+00
18		-31.641436	-39.503136	0.000385	1.320150e+00
18		-31.641436	-40.277110	0.000178	1.129762e+00
18		-31.641436	-54.894481	0.000000	1.160507e+00
18		-31.641436	-51.423443	0.000000	1.163048e+00
18		-31.641436	-39.283105	0.000480	1.531873e+00
18		-31.641436	-45.081583	0.000001	1.127704e+00
18		-31.641436	-78.780748	0.000000	1.099087e+00
18		-31.641436	-62.590967	0.000000	1.098596e+00
18		-31.641436	-48.651287	0.000000	1.131476e+00
18		-31.641436	-57.163408	0.000000	1.266445e+00
18		-31.641436	-54.047042	0.000000	1.190598e+00
18		-31.641436	-54.643339	0.000000	1.169976e+00
18		-31.641436	-44.783176	0.000002	1.089010e+00
18		-31.641436	-51.831225	0.000000	1.360842e+00
18		-31.641436	-55.065628	0.000000	1.298793e+00
18		-31.641436	-57.564922	0.000000	1.499263e+00
18		-31.641436	-57.910188	0.000000	1.498670e+00
18		-31.641436	-43.865768	0.000005	1.168261e+00
18		-31.641436	-33.856780	0.109116	1.660923e+00
18		-31.641436	-54.588857	0.000000	3.961308e+00
18		-31.641436	-37.424565	0.003079	1.343535e+00
18		-31.641436	-62.628340	0.000000	1.357354e+00
18		-31.641436	-126.394494	0.000000	1.619012e+00
18		-31.641436	-49.673457	0.000000	1.700765e+00
18		-31.641436	-53.299422	0.000000	2.429568e+00
18		-31.641436	-69.003604	0.000000	1.060168e+00
18		-31.641436	-44.938704	0.000002	1.491331e+00
18		-31.641436	-43.637028	0.000006	1.161650e+00
18		-31.641436	-41.531731	0.000051	1.328511e+00
18		-31.641436	-55.993568	0.000000	1.131855e+00
18		-31.641436	-43.960471	0.000004	1.190170e+00
18		-31.641436	-53.210603	0.000000	1.172152e+00
18		-31.641436	-52.187021	0.000000	2.821195e+00
18		-31.641436	-51.116095	0.000000	1.960217e+00
18		-31.641436	-47.984830	0.000000	2.290725e+00
18		-31.641436	-39.936486	0.000250	2.461277e+00
18		-31.641436	-52.793458	0.000000	1.199129e+00
18		-31.641436	-61.834854	0.000000	1.531720e+00
18		-31.641436	-48.776794	0.000000	1.090905e+00
18		-31.641436	-54.752812	0.000000	1.191209e+00
18		-31.641436	-48.220968	0.000000	1.391383e+00
18		-31.641436	-53.967265	0.000000	1.429948e+00
18		-31.641436	-61.310118	0.000000	1.530276e+00
19		-30.958361	-30.958361	1.000000	2.129220e+00
19		-30.958361	-37.796013	0.001073	1.089861e+00
19		-30.958361	-57.144251	0.000000	1.532218e+00
19		-30.958361	-48.281850	0.000000	1.452047e+00
19		-30.958361	-36.183615	0.005379	1.129526e+00
19		-30.958361	-58.497918	0.000000	1.060707e+00
19		-30.958361	-47.550429	0.000000	1.100482e+00
19		-30.958361	-46.218702	0.000000	1.259266e+00
19		-30.958361	-56.773792	0.000000	1.767653e+00
19		-30.958361	-45.586019	0.000000	1.530735e+00
19		-30.958361	-40.238893	0.000093	1.067025e+00
19		-30.958361	-45.128960	0.000001	1.198667e+00
19		-30.958361	-52.960874	0.000000	2.032629e+00
19		-30.958361	-56.161119	0.000000	1.292737e+00
19		-30.958361	-49.780615	0.000000	1.198797e+00
19		-30.958361	-57.825935	0.000000	1.101349e+00
19		-30.958361	-44.719040	0.000001	1.491544e+00
19		-30.958361	-51.960434	0.000000	1.267001e+00
19		-30.958361	-51.085094	0.000000	2.163466e+00
19		-30.958361	-38.039146	0.000841	1.199240e+00
19		-30.958361	-40.120028	0.000105	1.588959e+00
19		-30.958361	-60.292411	0.000000	1.200391e+00
19		-30.958361	-38.040585	0.000840	1.759687e+00
19		-30.958361	-42.431923	0.000010	1.077364e+00
19		-30.958361	-57.067837	0.000000	1.087649e+00
19		-30.958361	-42.783605	0.000007	1.072403e+00
19		-30.958361	-44.521778	0.000001	1.090728e+00
19		-30.958361	-58.575801	0.000000	1.327409e+00
19		-30.958361	-63.539645	0.000000	1.160433e+00
19		-30.958361	-54.832903	0.000000	1.661152e+00
19		-30.958361	-48.780524	0.000000	1.468101e+00
20		-29.796022	-29.796022	1.000000	1.098706e+00
20		-29.796022	-61.599629	0.000000	1.431584e+00
20		-29.796022	-39.077821	0.000093	1.531950e+00
20		-29.796022	-57.855124	0.000000	1.127062e+00
20		-29.796022	-46.143075	0.000000	1.169874e+00
20		-29.796022	-41.084383	0.000013	1.127216e+00
20		-29.796022	-55.479392	0.000000	1.998996e+00
20		-29.796022	-47.697200	0.000000	1.200862e+00
20		-29.796022	-38.865099	0.000115	1.489595e+00
20		-29.796022	-47.221439	0.000000	1.930555e+00
20		-29.796022	-52.064181	0.000000	1.100749e+00
20		-29.796022	-49.148861	0.000000	1.093116e+00
20		-29.796022	-68.416166	0.000000	1.667371e+00
20		-29.796022	-55.904481	0.000000	1.060045e+00
20		-29.796022	-44.557083	0.000000	1.361218e+00
20		-29.796022	-50.899423	0.000000	1.129615e+00
20		-29.796022	-52.239546	0.000000	1.089000e+00
20		-29.796022	-64.314724	0.000000	1.072431e+00
20		-29.796022	-37.433613	0.000482	1.062292e+00
20		-29.796022	-46.193777	0.000000	1.621944e+00
20		-29.796022	-39.768702	0.000047	1.168279e+00
20		-29.796022	-42.152934	0.000004	1.089738e+00
20		-29.796022	-61.941918	0.000000	2.209668e+00
20		-29.796022	-39.768198	0.000047	1.987351e+00
20		-29.796022	-64.835352	0.000000	1.233076e+00
20		-29.796022	-40.029406	0.000036	1.994829e+00
20		-29.796022	-39.182428	0.000084	1.721936e+00
20		-29.796022	-39.601311	0.000055	1.200668e+00
20		-29.796022	-55.511140	0.000000	2.297943e+00
20		-29.796022	-32.687787	0.055478	1.301196e+00
20		-29.796022	-65.970007	0.000000	1.083026e+00
20		-29.796022	-44.287867	0.000001	1.295700e+00
20		-29.796022	-36.792176	0.000915	2.389264e+00
20		-29.796022	-70.561794	0.000000	1.091162e+00
20		-29.796022	-50.003039	0.000000	1.491859e+00
20		-29.796022	-41.375070	0.000009	1.461434e+00
20		-29.796022	-57.984849	0.000000	1.137939e+00
20		-29.796022	-48.844480	0.000000	1.759029e+00
20		-29.796022	-38.472573	0.000171	1.298908e+00
20		-29.796022	-45.576992	0.000000	1.099030e+00
20		-29.796022	-47.377827	0.000000	1.341111e+00
20		-29.796022	-53.611589	0.000000	1.092541e+00
20		-29.796022	-51.362072	0.000000	1.092576e+00
20		-29.796022	-51.264461	0.000000	1.588757e+00
20		-29.796022	-41.220189	0.000011	1.061718e+00
21		-27.060164	-27.060164	1.000000	1.229115e+00
21		-27.060164	-48.127375	0.000000	1.990309e+00
21		-27.060164	-52.453958	0.000000	1.494677e+00
21		-27.060164	-66.130545	0.000000	1.859433e+00
21		-27.060164	-40.671875	0.000001	1.166588e+00
21		-27.060164	-59.089782	0.000000	1.061775e+00
21		-27.060164	-29.547474	0.083133	1.231100e+00
21		-27.060164	-53.822887	0.000000	1.548905e+00
21		-27.060164	-63.074472	0.000000	1.239101e+00
21		-27.060164	-52.371879	0.000000	1.061568e+00
21		-27.060164	-43.409357	0.000000	1.461104e+00
21		-27.060164	-46.046071	0.000000	1.167084e+00
21		-27.060164	-47.266575	0.000000	1.062580e+00
21		-27.060164	-42.212049	0.000000	1.063405e+00
21		-27.060164	-59.568810	0.000000	1.662988e+00
21		-27.060164	-37.904119	0.000020	1.221210e+00
21		-27.060164	-35.563071	0.000203	1.069290e+00
21		-27.060164	-44.011874	0.000000	1.151363e+00
21		-27.060164	-36.760510	0.000061	1.091216e+00
21		-27.060164	-60.676412	0.000000	1.091088e+00
21		-27.060164	-45.282665	0.000000	3.863057e+00
21		-27.060164	-58.012837	0.000000	1.822294e+00
21		-27.060164	-50.186883	0.000000	2.663270e+00
21		-27.060164	-58.952087	0.000000	1.092092e+00
21		-27.060164	-50.253326	0.000000	1.100646e+00
21		-27.060164	-37.894935	0.000020	1.222764e+00
21		-27.060164	-45.233012	0.000000	1.192409e+00
21		-27.060164	-48.367797	0.000000	1.961618e+00
21		-27.060164	-50.749829	0.000000	1.768953e+00
21		-27.060164	-41.421518	0.000001	1.491535e+00
21		-27.060164	-44.239991	0.000000	1.123479e+00
21		-27.060164	-42.312594	0.000000	1.292622e+00
21		-27.060164	-48.381822	0.000000	1.466979e+00
21		-27.060164	-57.118057	0.000000	1.072536e+00
21		-27.060164	-52.791968	0.000000	1.324393e+00
21		-27.060164	-44.998737	0.000000	1.089798e+00
21		-27.060164	-46.617668	0.000000	1.198630e+00
21		-27.060164	-48.945432	0.000000	1.130746e+00
21		-27.060164	-44.494922	0.000000	1.072309e+00
21		-27.060164	-39.616460	0.000004	1.159212e+00
21		-27.060164	-31.547781	0.011247	1.088837e+00
21		-27.060164	-46.627967	0.000000	1.229053e+00
21		-27.060164	-48.286432	0.000000	1.160807e+00
21		-27.060164	-48.438887	0.000000	1.592534e+00
